GEOID,NAME,population,year
5376800,"Weallup Lake CDP, Washington",882,2000
5377105,"Wenatchee city, Washington",27856,2000
5377105,"Wenatchee city, Washington",31925,2010
5377105,"Wenatchee city, Washington",35508,2020
5377297,"West Clarkston-Highland CDP, Washington",4707,2000
5377297,"West Clarkston-Highland CDP, Washington",5261,2010
5377297,"West Clarkston-Highland CDP, Washington",5488,2020
5377535,"West Lake Sammamish CDP, Washington",5937,2000
5377542,"West Lake Stevens CDP, Washington",18071,2000
5377547,"West Longview CDP, Washington",2882,2000
5377612,"West Pasco CDP, Washington",4629,2000
5377612,"West Pasco CDP, Washington",3739,2010
5377612,"West Pasco CDP, Washington",1747,2020
5377630,"Westport city, Washington",2137,2000
5377630,"Westport city, Washington",2099,2010
5377630,"Westport city, Washington",2213,2020
5377665,"West Richland city, Washington",8385,2000
5377665,"West Richland city, Washington",11811,2010
5377665,"West Richland city, Washington",16295,2020
5377745,"West Side Highway CDP, Washington",4565,2000
5377745,"West Side Highway CDP, Washington",5517,2010
5377885,"West Valley CDP, Washington",10433,2000
5377910,"West Wenatchee CDP, Washington",1681,2000
5378050,"Wheeler CDP, Washington",74,2020
5378155,"Whidbey Island Station CDP, Washington",1541,2010
5378155,"Whidbey Island Station CDP, Washington",1671,2020
5378225,"White Center CDP, Washington",20975,2000
5378225,"White Center CDP, Washington",13495,2010
5378225,"White Center CDP, Washington",16631,2020
5378330,"White Salmon city, Washington",2193,2000
5378330,"White Salmon city, Washington",2224,2010
5378330,"White Salmon city, Washington",2485,2020
5378365,"White Swan CDP, Washington",3033,2000
5378365,"White Swan CDP, Washington",793,2010
5378365,"White Swan CDP, Washington",789,2020
5378680,"Wilbur town, Washington",914,2000
5378680,"Wilbur town, Washington",884,2010
5378680,"Wilbur town, Washington",895,2020
5378780,"Wilderness Rim CDP, Washington",1523,2010
5378780,"Wilderness Rim CDP, Washington",1617,2020
5378925,"Wilkeson town, Washington",395,2000
5378925,"Wilkeson town, Washington",477,2010
5378925,"Wilkeson town, Washington",499,2020
5378995,"Willapa CDP, Washington",210,2010
5378995,"Willapa CDP, Washington",208,2020
5379135,"Wilson Creek town, Washington",227,2000
5379135,"Wilson Creek town, Washington",205,2010
5379135,"Wilson Creek town, Washington",204,2020
5379275,"Winlock city, Washington",1166,2000
5379275,"Winlock city, Washington",1339,2010
5379275,"Winlock city, Washington",1472,2020
5379380,"Winthrop town, Washington",349,2000
5379380,"Winthrop town, Washington",394,2010
5379380,"Winthrop town, Washington",504,2020
5379485,"Wishram CDP, Washington",324,2000
5379485,"Wishram CDP, Washington",342,2010
5379485,"Wishram CDP, Washington",366,2020
5379555,"Wollochet CDP, Washington",6651,2010
5379555,"Wollochet CDP, Washington",6769,2020
5379590,"Woodinville city, Washington",9194,2000
5379590,"Woodinville city, Washington",10938,2010
5379590,"Woodinville city, Washington",13069,2020
5379625,"Woodland city, Washington",3780,2000
5379625,"Woodland city, Washington",5509,2010
5379625,"Woodland city, Washington",6531,2020
5379825,"Woods Creek CDP, Washington",4502,2000
5379825,"Woods Creek CDP, Washington",5589,2010
5379825,"Woods Creek CDP, Washington",6017,2020
5379835,"Woodway city, Washington",936,2000
5379835,"Woodway city, Washington",1307,2010
5379835,"Woodway city, Washington",1318,2020
5379975,"Yacolt town, Washington",1055,2000
5379975,"Yacolt town, Washington",1566,2010
5379975,"Yacolt town, Washington",1668,2020
5380010,"Yakima city, Washington",71845,2000
5380010,"Yakima city, Washington",91067,2010
5380010,"Yakima city, Washington",96968,2020
5380150,"Yarrow Point town, Washington",1008,2000
5380150,"Yarrow Point town, Washington",1001,2010
5380150,"Yarrow Point town, Washington",1134,2020
5380220,"Yelm city, Washington",3289,2000
5380220,"Yelm city, Washington",6848,2010
5380220,"Yelm city, Washington",10617,2020
5380500,"Zillah city, Washington",2198,2000
5380500,"Zillah city, Washington",2964,2010
5380500,"Zillah city, Washington",3179,2020
5400196,"Accoville CDP, West Virginia",574,2010
5400196,"Accoville CDP, West Virginia",599,2020
5400364,"Addison (Webster Springs) town, West Virginia",808,2000
5400364,"Addison (Webster Springs) town, West Virginia",776,2010
5400364,"Addison (Webster Springs) town, West Virginia",731,2020
5400460,"Adrian CDP, West Virginia",183,2020
5400748,"Albright town, West Virginia",247,2000
5400748,"Albright town, West Virginia",299,2010
5400748,"Albright town, West Virginia",249,2020
5400772,"Alderson town, West Virginia",1091,2000
5400772,"Alderson town, West Virginia",1184,2010
5400772,"Alderson town, West Virginia",975,2020
5401396,"Alum Creek CDP, West Virginia",1839,2000
5401396,"Alum Creek CDP, West Virginia",1749,2010
5401396,"Alum Creek CDP, West Virginia",1595,2020
5401660,"Amherstdale CDP, West Virginia",350,2010
5401660,"Amherstdale CDP, West Virginia",350,2020
5401672,"Amherstdale-Robinette CDP, West Virginia",1785,2000
5401780,"Anawalt town, West Virginia",272,2000
5401780,"Anawalt town, West Virginia",226,2010
5401780,"Anawalt town, West Virginia",165,2020
5401900,"Anmoore town, West Virginia",685,2000
5401900,"Anmoore town, West Virginia",770,2010
5401900,"Anmoore town, West Virginia",513,2020
5401996,"Ansted town, West Virginia",1576,2000
5401996,"Ansted town, West Virginia",1404,2010
5401996,"Ansted town, West Virginia",1303,2020
5402188,"Apple Grove CDP, West Virginia",204,2010
5402188,"Apple Grove CDP, West Virginia",187,2020
5402260,"Arbovale CDP, West Virginia",134,2020
5402908,"Arthurdale CDP, West Virginia",1143,2020
5403292,"Athens town, West Virginia",1102,2000
5403292,"Athens town, West Virginia",1048,2010
5403292,"Athens town, West Virginia",962,2020
5403364,"Auburn town, West Virginia",103,2000
5403364,"Auburn town, West Virginia",97,2010
5403364,"Auburn town, West Virginia",79,2020
5403460,"Aurora CDP, West Virginia",201,2010
5403460,"Aurora CDP, West Virginia",200,2020
5404204,"Bancroft town, West Virginia",367,2000
5404204,"Bancroft town, West Virginia",587,2010
5404204,"Bancroft town, West Virginia",387,2020
5404276,"Barboursville village, West Virginia",3183,2000
5404276,"Barboursville village, West Virginia",3964,2010
5404276,"Barboursville village, West Virginia",4456,2020
5404612,"Barrackville town, West Virginia",1288,2000
5404612,"Barrackville town, West Virginia",1302,2010
5404612,"Barrackville town, West Virginia",1201,2020
5404732,"Bartley CDP, West Virginia",224,2010
5404732,"Bartley CDP, West Virginia",146,2020
5404780,"Bartow CDP, West Virginia",111,2010
5404780,"Bartow CDP, West Virginia",64,2020
5404876,"Bath (Berkeley Springs) town, West Virginia",663,2000
5404876,"Bath (Berkeley Springs) town, West Virginia",624,2010
5404876,"Bath (Berkeley Springs) town, West Virginia",753,2020
5404900,"Baxter CDP, West Virginia",162,2020
5404924,"Bayard town, West Virginia",299,2000
5404924,"Bayard town, West Virginia",290,2010
5404924,"Bayard town, West Virginia",201,2020
5405068,"Beards Fork CDP, West Virginia",199,2010
5405068,"Beards Fork CDP, West Virginia",127,2020
5405260,"Beaver CDP, West Virginia",1378,2000
5405260,"Beaver CDP, West Virginia",1308,2010
5405260,"Beaver CDP, West Virginia",1129,2020
5405332,"Beckley city, West Virginia",17254,2000
5405332,"Beckley city, West Virginia",17614,2010
5405332,"Beckley city, West Virginia",17286,2020
5405452,"Beech Bottom village, West Virginia",606,2000
5405452,"Beech Bottom village, West Virginia",523,2010
5405452,"Beech Bottom village, West Virginia",553,2020
5405788,"Belington town, West Virginia",1788,2000
5405788,"Belington town, West Virginia",1921,2010
5405788,"Belington town, West Virginia",1805,2020
5405836,"Belle town, West Virginia",1259,2000
5405836,"Belle town, West Virginia",1260,2010
5405836,"Belle town, West Virginia",1169,2020
5406004,"Belmont city, West Virginia",1036,2000
5406004,"Belmont city, West Virginia",903,2010
5406004,"Belmont city, West Virginia",875,2020
5406052,"Belva CDP, West Virginia",95,2010
5406052,"Belva CDP, West Virginia",78,2020
5406340,"Benwood city, West Virginia",1585,2000
5406340,"Benwood city, West Virginia",1420,2010
5406340,"Benwood city, West Virginia",1252,2020
5406436,"Bergoo CDP, West Virginia",94,2010
5406436,"Bergoo CDP, West Virginia",64,2020
5406748,"Berwind CDP, West Virginia",278,2010
5406748,"Berwind CDP, West Virginia",188,2020
5406844,"Bethany town, West Virginia",985,2000
5406844,"Bethany town, West Virginia",1036,2010
5406844,"Bethany town, West Virginia",781,2020
5406940,"Bethlehem village, West Virginia",2651,2000
5406940,"Bethlehem village, West Virginia",2499,2010
5406940,"Bethlehem village, West Virginia",2605,2020
5406988,"Beverly town, West Virginia",651,2000
5406988,"Beverly town, West Virginia",702,2010
5406988,"Beverly town, West Virginia",622,2020
5407204,"Big Chimney CDP, West Virginia",627,2010
5407204,"Big Chimney CDP, West Virginia",629,2020
5407228,"Big Creek CDP, West Virginia",237,2010
5407228,"Big Creek CDP, West Virginia",195,2020
5407516,"Big Sandy CDP, West Virginia",168,2010
5407516,"Big Sandy CDP, West Virginia",198,2020
5407756,"Birch River CDP, West Virginia",107,2010
5407756,"Birch River CDP, West Virginia",86,2020
5408092,"Blacksville town, West Virginia",175,2000
5408092,"Blacksville town, West Virginia",171,2010
5408092,"Blacksville town, West Virginia",118,2020
5408308,"Blennerhassett CDP, West Virginia",3225,2000
5408308,"Blennerhassett CDP, West Virginia",3089,2010
5408308,"Blennerhassett CDP, West Virginia",3118,2020
5408524,"Bluefield city, West Virginia",11451,2000
5408524,"Bluefield city, West Virginia",10447,2010
5408524,"Bluefield city, West Virginia",9658,2020
5408764,"Bluewell CDP, West Virginia",2184,2010
5408764,"Bluewell CDP, West Virginia",2162,2020
5408836,"Boaz CDP, West Virginia",1345,2000
5408836,"Boaz CDP, West Virginia",1297,2010
5408836,"Boaz CDP, West Virginia",1321,2020
5408932,"Bolivar town, West Virginia",1045,2000
5408932,"Bolivar town, West Virginia",1045,2010
5408932,"Bolivar town, West Virginia",1036,2020
5408956,"Bolt CDP, West Virginia",548,2010
5408956,"Bolt CDP, West Virginia",518,2020
5409100,"Boomer CDP, West Virginia",615,2010
5409100,"Boomer CDP, West Virginia",599,2020
5409148,"Booth CDP, West Virginia",342,2020
5409364,"Bowden CDP, West Virginia",9,2010
5409364,"Bowden CDP, West Virginia",0,2020
5409676,"Bradley CDP, West Virginia",2371,2000
5409676,"Bradley CDP, West Virginia",2040,2010
5409676,"Bradley CDP, West Virginia",1928,2020
5409700,"Bradshaw town, West Virginia",289,2000
5409700,"Bradshaw town, West Virginia",337,2010
5409700,"Bradshaw town, West Virginia",207,2020
5409796,"Bramwell town, West Virginia",426,2000
5409796,"Bramwell town, West Virginia",364,2010
5409796,"Bramwell town, West Virginia",276,2020
5409844,"Brandonville town, West Virginia",102,2000
5409844,"Brandonville town, West Virginia",101,2010
5409844,"Brandonville town, West Virginia",129,2020
5409868,"Brandywine CDP, West Virginia",218,2010
5409868,"Brandywine CDP, West Virginia",178,2020
5409964,"Brenton CDP, West Virginia",249,2010
5409964,"Brenton CDP, West Virginia",194,2020
5410180,"Bridgeport city, West Virginia",7306,2000
5410180,"Bridgeport city, West Virginia",8149,2010
5410180,"Bridgeport city, West Virginia",9336,2020
5410420,"Brookhaven CDP, West Virginia",4734,2000
5410420,"Brookhaven CDP, West Virginia",5171,2010
5410420,"Brookhaven CDP, West Virginia",5707,2020
5410852,"Bruceton Mills town, West Virginia",74,2000
5410852,"Bruceton Mills town, West Virginia",85,2010
5410852,"Bruceton Mills town, West Virginia",63,2020
5410876,"Bruno CDP, West Virginia",544,2010
5410876,"Bruno CDP, West Virginia",483,2020
5410948,"Brush Fork CDP, West Virginia",1197,2010
5410948,"Brush Fork CDP, West Virginia",1065,2020
5411188,"Buckhannon city, West Virginia",5725,2000
5411188,"Buckhannon city, West Virginia",5639,2010
5411188,"Buckhannon city, West Virginia",5186,2020
5411212,"Bud CDP, West Virginia",487,2010
5411212,"Bud CDP, West Virginia",347,2020
5411284,"Buffalo town, West Virginia",1171,2000
5411284,"Buffalo town, West Virginia",1236,2010
5411284,"Buffalo town, West Virginia",1211,2020
5411620,"Burlington CDP, West Virginia",182,2010
5411620,"Burlington CDP, West Virginia",131,2020
5411716,"Burnsville town, West Virginia",481,2000
5411716,"Burnsville town, West Virginia",510,2010
5411716,"Burnsville town, West Virginia",394,2020
5412124,"Cairo town, West Virginia",263,2000
5412124,"Cairo town, West Virginia",281,2010
5412124,"Cairo town, West Virginia",176,2020
5412436,"Camden-on-Gauley town, West Virginia",157,2000
5412436,"Camden-on-Gauley town, West Virginia",169,2010
5412436,"Camden-on-Gauley town, West Virginia",126,2020
5412484,"Cameron city, West Virginia",1212,2000
5412484,"Cameron city, West Virginia",946,2010
5412484,"Cameron city, West Virginia",861,2020
5413108,"Capon Bridge town, West Virginia",200,2000
5413108,"Capon Bridge town, West Virginia",355,2010
5413108,"Capon Bridge town, West Virginia",420,2020
5413468,"Carolina CDP, West Virginia",411,2010
5413468,"Carolina CDP, West Virginia",390,2020
5413525,"Carpendale town, West Virginia",954,2000
5413525,"Carpendale town, West Virginia",977,2010
5413525,"Carpendale town, West Virginia",860,2020
5413684,"Cass CDP, West Virginia",52,2010
5413684,"Cass CDP, West Virginia",38,2020
5413756,"Cassville CDP, West Virginia",1586,2000
5413756,"Cassville CDP, West Virginia",701,2010
5413756,"Cassville CDP, West Virginia",1268,2020
5413924,"Cedar Grove town, West Virginia",862,2000
5413924,"Cedar Grove town, West Virginia",997,2010
5413924,"Cedar Grove town, West Virginia",718,2020
5414212,"Century CDP, West Virginia",115,2010
5414212,"Century CDP, West Virginia",111,2020
5414308,"Ceredo city, West Virginia",1675,2000
5414308,"Ceredo city, West Virginia",1450,2010
5414308,"Ceredo city, West Virginia",1408,2020
5414524,"Chapmanville town, West Virginia",1211,2000
5414524,"Chapmanville town, West Virginia",1256,2010
5414524,"Chapmanville town, West Virginia",1020,2020
5414600,"Charleston city, West Virginia",53421,2000
5414600,"Charleston city, West Virginia",51400,2010
5414600,"Charleston city, West Virginia",48864,2020
5414610,"Charles Town city, West Virginia",2907,2000
5414610,"Charles Town city, West Virginia",5259,2010
5414610,"Charles Town city, West Virginia",6534,2020
5414630,"Charlton Heights CDP, West Virginia",406,2010
5414630,"Charlton Heights CDP, West Virginia",307,2020
5414692,"Chattaroy CDP, West Virginia",1136,2000
5414692,"Chattaroy CDP, West Virginia",756,2010
5414692,"Chattaroy CDP, West Virginia",641,2020
5414716,"Chauncey CDP, West Virginia",283,2010
5414716,"Chauncey CDP, West Virginia",234,2020
5414775,"Cheat Lake CDP, West Virginia",6396,2000
5414775,"Cheat Lake CDP, West Virginia",7988,2010
5414775,"Cheat Lake CDP, West Virginia",9930,2020
5414812,"Chelyan CDP, West Virginia",776,2010
5414812,"Chelyan CDP, West Virginia",681,2020
5415028,"Chesapeake town, West Virginia",1643,2000
5415028,"Chesapeake town, West Virginia",1554,2010
5415028,"Chesapeake town, West Virginia",1335,2020
5415076,"Chester city, West Virginia",2592,2000
5415076,"Chester city, West Virginia",2585,2010
5415076,"Chester city, West Virginia",2208,2020
5415628,"Clarksburg city, West Virginia",16743,2000
5415628,"Clarksburg city, West Virginia",16578,2010
5415628,"Clarksburg city, West Virginia",16061,2020
5415676,"Clay town, West Virginia",593,2000
5415676,"Clay town, West Virginia",491,2010
5415676,"Clay town, West Virginia",396,2020
5415916,"Clearview village, West Virginia",590,2000
5415916,"Clearview village, West Virginia",565,2010
5415916,"Clearview village, West Virginia",472,2020
5416012,"Clendenin town, West Virginia",1116,2000
5416012,"Clendenin town, West Virginia",1227,2010
5416012,"Clendenin town, West Virginia",854,2020
5416132,"Clifton CDP, West Virginia",277,2020
5416516,"Coal City CDP, West Virginia",1905,2000
5416516,"Coal City CDP, West Virginia",1815,2010
5416516,"Coal City CDP, West Virginia",1689,2020
5416612,"Coal Fork CDP, West Virginia",1350,2000
5416612,"Coal Fork CDP, West Virginia",1233,2010
5416612,"Coal Fork CDP, West Virginia",1039,2020
5416972,"Colcord CDP, West Virginia",148,2020
5417140,"Colliers CDP, West Virginia",166,2020
5417380,"Comfort CDP, West Virginia",306,2010
5417380,"Comfort CDP, West Virginia",320,2020
5417836,"Corinne CDP, West Virginia",362,2010
5417836,"Corinne CDP, West Virginia",318,2020
5418040,"Corporation of Ranson town, West Virginia",2951,2000
5418124,"Cottageville CDP, West Virginia",114,2020
5418388,"Covel CDP, West Virginia",142,2010
5418388,"Covel CDP, West Virginia",85,2020
5418412,"Cowen town, West Virginia",513,2000
5418412,"Cowen town, West Virginia",541,2010
5418412,"Cowen town, West Virginia",487,2020
5418508,"Crab Orchard CDP, West Virginia",2761,2000
5418508,"Crab Orchard CDP, West Virginia",2678,2010
5418508,"Crab Orchard CDP, West Virginia",2416,2020
5418604,"Craigsville CDP, West Virginia",2204,2000
5418604,"Craigsville CDP, West Virginia",2213,2010
5418604,"Craigsville CDP, West Virginia",2173,2020
5419060,"Crooked Creek CDP, West Virginia",273,2020
5419108,"Cross Lanes CDP, West Virginia",10353,2000
5419108,"Cross Lanes CDP, West Virginia",9995,2010
5419108,"Cross Lanes CDP, West Virginia",9727,2020
5419300,"Crum CDP, West Virginia",182,2010
5419300,"Crum CDP, West Virginia",136,2020
5419324,"Crumpler CDP, West Virginia",204,2010
5419324,"Crumpler CDP, West Virginia",151,2020
5419492,"Cucumber CDP, West Virginia",94,2010
5419492,"Cucumber CDP, West Virginia",74,2020
5419516,"Culloden CDP, West Virginia",2940,2000
5419516,"Culloden CDP, West Virginia",3061,2010
5419516,"Culloden CDP, West Virginia",3016,2020
5419588,"Cunard CDP, West Virginia",98,2020
5419948,"Dailey CDP, West Virginia",114,2010
5419948,"Dailey CDP, West Virginia",106,2020
5420164,"Daniels CDP, West Virginia",1846,2000
5420164,"Daniels CDP, West Virginia",1881,2010
5420164,"Daniels CDP, West Virginia",1654,2020
5420212,"Danville town, West Virginia",550,2000
5420212,"Danville town, West Virginia",691,2010
5420212,"Danville town, West Virginia",672,2020
5420428,"Davis town, West Virginia",624,2000
5420428,"Davis town, West Virginia",660,2010
5420428,"Davis town, West Virginia",600,2020
5420500,"Davy town, West Virginia",373,2000
5420500,"Davy town, West Virginia",420,2010
5420500,"Davy town, West Virginia",209,2020
5420764,"Deep Water CDP, West Virginia",280,2010
5420764,"Deep Water CDP, West Virginia",183,2020
5420980,"Delbarton town, West Virginia",474,2000
5420980,"Delbarton town, West Virginia",579,2010
5420980,"Delbarton town, West Virginia",422,2020
5421316,"Despard CDP, West Virginia",1039,2000
5421316,"Despard CDP, West Virginia",1004,2010
5421316,"Despard CDP, West Virginia",794,2020
5421628,"Dixie CDP, West Virginia",291,2010
5421628,"Dixie CDP, West Virginia",227,2020
5421964,"Dorothy CDP, West Virginia",207,2020
5422564,"Dunbar city, West Virginia",8154,2000
5422564,"Dunbar city, West Virginia",7907,2010
5422564,"Dunbar city, West Virginia",7480,2020
5422828,"Dupont City CDP, West Virginia",602,2020
5422852,"Durbin town, West Virginia",262,2000
5422852,"Durbin town, West Virginia",293,2010
5422852,"Durbin town, West Virginia",231,2020
5423020,"Earling CDP, West Virginia",76,2020
5423092,"East Bank town, West Virginia",933,2000
5423092,"East Bank town, West Virginia",959,2010
5423092,"East Bank town, West Virginia",822,2020
5423140,"East Dailey CDP, West Virginia",557,2010
5423140,"East Dailey CDP, West Virginia",469,2020
5423524,"East View CDP, West Virginia",817,2020
5423644,"Eccles CDP, West Virginia",362,2010
5423644,"Eccles CDP, West Virginia",334,2020
5424292,"Eleanor town, West Virginia",1345,2000
5424292,"Eleanor town, West Virginia",1518,2010
5424292,"Eleanor town, West Virginia",1542,2020
5424364,"Elizabeth town, West Virginia",994,2000
5424364,"Elizabeth town, West Virginia",823,2010
5424364,"Elizabeth town, West Virginia",724,2020
5424484,"Elk Garden town, West Virginia",217,2000
5424484,"Elk Garden town, West Virginia",232,2010
5424484,"Elk Garden town, West Virginia",212,2020
5424580,"Elkins city, West Virginia",7032,2000
5424580,"Elkins city, West Virginia",7094,2010
5424580,"Elkins city, West Virginia",6934,2020
5424748,"Elkview CDP, West Virginia",1182,2000
5424748,"Elkview CDP, West Virginia",1222,2010
5424748,"Elkview CDP, West Virginia",1116,2020
5424844,"Ellenboro town, West Virginia",373,2000
5424844,"Ellenboro town, West Virginia",363,2010
5424844,"Ellenboro town, West Virginia",221,2020
5425516,"Enterprise CDP, West Virginia",939,2000
5425516,"Enterprise CDP, West Virginia",961,2010
5425516,"Enterprise CDP, West Virginia",805,2020
5425732,"Eskdale CDP, West Virginia",130,2020
5426428,"Fairlea CDP, West Virginia",1706,2000
5426428,"Fairlea CDP, West Virginia",1747,2010
5426428,"Fairlea CDP, West Virginia",1720,2020
5426452,"Fairmont city, West Virginia",19097,2000
5426452,"Fairmont city, West Virginia",18704,2010
5426452,"Fairmont city, West Virginia",18416,2020
5426524,"Fairview town, West Virginia",435,2000
5426524,"Fairview town, West Virginia",408,2010
5426524,"Fairview town, West Virginia",373,2020
5426692,"Falling Spring town, West Virginia",209,2000
5426692,"Falling Spring town, West Virginia",211,2010
5426692,"Falling Spring town, West Virginia",170,2020
5426716,"Falling Waters CDP, West Virginia",876,2010
5426716,"Falling Waters CDP, West Virginia",1440,2020
5426812,"Falls View CDP, West Virginia",238,2010
5426812,"Falls View CDP, West Virginia",193,2020
5426932,"Farmington town, West Virginia",387,2000
5426932,"Farmington town, West Virginia",375,2010
5426932,"Farmington town, West Virginia",392,2020
5427028,"Fayetteville town, West Virginia",2754,2000
5427028,"Fayetteville town, West Virginia",2892,2010
5427028,"Fayetteville town, West Virginia",2887,2020
5427196,"Fenwick CDP, West Virginia",116,2010
5427196,"Fenwick CDP, West Virginia",69,2020
5427868,"Flatwoods town, West Virginia",348,2000
5427868,"Flatwoods town, West Virginia",277,2010
5427868,"Flatwoods town, West Virginia",264,2020
5427940,"Flemington town, West Virginia",287,2000
5427940,"Flemington town, West Virginia",312,2010
5427940,"Flemington town, West Virginia",309,2020
5428204,"Follansbee city, West Virginia",3115,2000
5428204,"Follansbee city, West Virginia",2986,2010
5428204,"Follansbee city, West Virginia",2848,2020
5428444,"Fort Ashby CDP, West Virginia",1354,2000
5428444,"Fort Ashby CDP, West Virginia",1380,2010
5428444,"Fort Ashby CDP, West Virginia",1289,2020
5428516,"Fort Gay town, West Virginia",819,2000
5428516,"Fort Gay town, West Virginia",705,2010
5428516,"Fort Gay town, West Virginia",675,2020
5428948,"Frank CDP, West Virginia",90,2010
5428948,"Frank CDP, West Virginia",79,2020
5429044,"Franklin town, West Virginia",797,2000
5429044,"Franklin town, West Virginia",721,2010
5429044,"Franklin town, West Virginia",495,2020
5429404,"Friendly town, West Virginia",159,2000
5429404,"Friendly town, West Virginia",132,2010
5429404,"Friendly town, West Virginia",101,2020
5429716,"Gallipolis Ferry CDP, West Virginia",817,2010
5429716,"Gallipolis Ferry CDP, West Virginia",735,2020
5429740,"Galloway CDP, West Virginia",143,2010
5429740,"Galloway CDP, West Virginia",127,2020
5430148,"Garten CDP, West Virginia",204,2020
5430196,"Gary city, West Virginia",917,2000
5430196,"Gary city, West Virginia",968,2010
5430196,"Gary city, West Virginia",773,2020
5430220,"Gassaway town, West Virginia",901,2000
5430220,"Gassaway town, West Virginia",908,2010
5430220,"Gassaway town, West Virginia",759,2020
5430316,"Gatewood CDP, West Virginia",390,2020
5430364,"Gauley Bridge town, West Virginia",738,2000
5430364,"Gauley Bridge town, West Virginia",614,2010
5430364,"Gauley Bridge town, West Virginia",553,2020
5430724,"Ghent CDP, West Virginia",457,2010
5430724,"Ghent CDP, West Virginia",582,2020
5430772,"Gilbert town, West Virginia",417,2000
5430772,"Gilbert town, West Virginia",450,2010
5430772,"Gilbert town, West Virginia",333,2020
5430777,"Gilbert Creek CDP, West Virginia",1582,2000
5430777,"Gilbert Creek CDP, West Virginia",1090,2010
5430777,"Gilbert Creek CDP, West Virginia",1136,2020
5431324,"Glasgow town, West Virginia",783,2000
5431324,"Glasgow town, West Virginia",905,2010
5431324,"Glasgow town, West Virginia",703,2020
5431492,"Glen Dale city, West Virginia",1552,2000
5431492,"Glen Dale city, West Virginia",1526,2010
5431492,"Glen Dale city, West Virginia",1496,2020
5431732,"Glen Ferris CDP, West Virginia",203,2010
5431732,"Glen Ferris CDP, West Virginia",174,2020
5431756,"Glen Fork CDP, West Virginia",487,2010
5431756,"Glen Fork CDP, West Virginia",457,2020
5431876,"Glen Jean CDP, West Virginia",210,2010
5431876,"Glen Jean CDP, West Virginia",90,2020
5432044,"Glenville town, West Virginia",1544,2000
5432044,"Glenville town, West Virginia",1537,2010
5432044,"Glenville town, West Virginia",1129,2020
5432068,"Glen White CDP, West Virginia",266,2010
5432068,"Glen White CDP, West Virginia",245,2020
5432716,"Grafton city, West Virginia",5489,2000
5432716,"Grafton city, West Virginia",5164,2010
5432716,"Grafton city, West Virginia",4722,2020
5432884,"Grantsville town, West Virginia",565,2000
5432884,"Grantsville town, West Virginia",561,2010
5432884,"Grantsville town, West Virginia",494,2020
5432908,"Grant Town town, West Virginia",657,2000
5432908,"Grant Town town, West Virginia",613,2010
5432908,"Grant Town town, West Virginia",685,2020
5432932,"Granville town, West Virginia",778,2000
5432932,"Granville town, West Virginia",781,2010
5432932,"Granville town, West Virginia",1355,2020
5433100,"Great Cacapon CDP, West Virginia",386,2010
5433100,"Great Cacapon CDP, West Virginia",315,2020
5433124,"Green Bank CDP, West Virginia",143,2010
5433124,"Green Bank CDP, West Virginia",141,2020
5433436,"Green Spring CDP, West Virginia",218,2010
5433436,"Green Spring CDP, West Virginia",250,2020
5433580,"Greenview CDP, West Virginia",378,2010
5433580,"Greenview CDP, West Virginia",333,2020
5433604,"Greenville CDP, West Virginia",243,2020
5434180,"Gypsy CDP, West Virginia",328,2010
5434180,"Gypsy CDP, West Virginia",197,2020
5434492,"Hambleton town, West Virginia",246,2000
5434492,"Hambleton town, West Virginia",232,2010
5434492,"Hambleton town, West Virginia",218,2020
5434516,"Hamlin town, West Virginia",1119,2000
5434516,"Hamlin town, West Virginia",1142,2010
5434516,"Hamlin town, West Virginia",1039,2020
5434756,"Handley town, West Virginia",362,2000
5434756,"Handley town, West Virginia",349,2010
5434756,"Handley town, West Virginia",223,2020
5434852,"Hansford CDP, West Virginia",227,2020
5435092,"Harman town, West Virginia",126,2000
5435092,"Harman town, West Virginia",143,2010
5435092,"Harman town, West Virginia",95,2020
5435284,"Harpers Ferry town, West Virginia",307,2000
5435284,"Harpers Ferry town, West Virginia",286,2010
5435284,"Harpers Ferry town, West Virginia",269,2020
5435428,"Harrisville town, West Virginia",1842,2000
5435428,"Harrisville town, West Virginia",1876,2010
5435428,"Harrisville town, West Virginia",1631,2020
5435500,"Hartford City town, West Virginia",519,2000
5435500,"Hartford City town, West Virginia",614,2010
5435500,"Hartford City town, West Virginia",503,2020
5435596,"Harts CDP, West Virginia",2361,2000
5435596,"Harts CDP, West Virginia",656,2010
5435596,"Harts CDP, West Virginia",573,2020
5436220,"Hedgesville town, West Virginia",240,2000
5436220,"Hedgesville town, West Virginia",318,2010
5436220,"Hedgesville town, West Virginia",300,2020
5436292,"Helen CDP, West Virginia",219,2010
5436292,"Helen CDP, West Virginia",137,2020
5436340,"Helvetia CDP, West Virginia",59,2010
5436340,"Helvetia CDP, West Virginia",38,2020
5436436,"Henderson town, West Virginia",325,2000
5436436,"Henderson town, West Virginia",271,2010
5436436,"Henderson town, West Virginia",228,2020
5436460,"Hendricks town, West Virginia",319,2000
5436460,"Hendricks town, West Virginia",272,2010
5436460,"Hendricks town, West Virginia",228,2020
5436484,"Henlawson CDP, West Virginia",442,2010
5436484,"Henlawson CDP, West Virginia",353,2020
5436628,"Hepzibah CDP, West Virginia",566,2010
5436628,"Hepzibah CDP, West Virginia",387,2020
5437036,"Hico CDP, West Virginia",272,2010
5437036,"Hico CDP, West Virginia",239,2020
5437372,"Hillsboro town, West Virginia",243,2000
